Muppet Treasure Island,98
Catwalk,99
Braveheart,100
Taxi Driver,101
Rumble in the Bronx,102
Before and After,103
Margaret's Museum,104
Anne Frank Remembered,105
The Young Poisoner's Handbook,106
If Lucy Fell,107
Steal Big Steal Little,108
The Boys of St. Vincent,109
Boomerang,110
Chungking Express,111
The Star Maker,112
Flirting with Disaster,113
The Neverending Story III: Escape from Fantasia,114
Pie in the Sky,115
Angela,116
Frankie Starlight,117
Jade,118
Down Periscope,119
Man of the Year,120
Up Close & Personal,121
The Birdcage,122
The Brothers McMullen,123
Bad Boys,124
The Amazing Panda Adventure,125
The Basketball Diaries,126
An Awfully Big Adventure,127
Amateur,128
Apollo 13,129
Rob Roy,130
The Addiction,131
Batman Forever,132
Belle de Jour,133
Beyond Rangoon,134
Blue in the Face,135
Canadian Bacon,136
Casper,137
Clockers,138
Congo,139
Crimson Tide,140
Crumb,141
Desperado,142
Devil in a Blue Dress,143
Die Hard: With a Vengeance,144
The Doom Generation,145
Feast of July,146
First Knight,147
Free Willy 2 - The Adventure Home,148
Hackers,149
Jeffrey,150
Johnny Mnemonic,151
Judge Dredd,152
Jury Duty,153
Kids,154
Living in Oblivion,155
Lord of Illusions,156
Love & Human Remains,157
Mad Love,158
Mallrats,159
Mighty Morphin Power Rangers: The Movie,160
Mute Witness,161
Nadja,162
The Net,163
Nine Months,164
Party Girl,165
The Prophecy,166
Reckless,167
Safe,168
The Scarlet Letter,169
Showgirls,170
Smoke,171
Something to Talk About,172
Species,173
Strange Days,174
The Umbrellas of Cherbourg,175
The Tie That Binds,176
Three Wishes,177
Total Eclipse,178
"To Wong Foo, Thanks for Everything! Julie Newmar",179
Under Siege 2: Dark Territory,180
Unstrung Heroes,181
Unzipped,182
A Walk in the Clouds,183
Waterworld,184
White Man's Burden,185
The Browning Version,186
Burnt by the Sun,187
Before the Rain,188
Before Sunrise,189
Billy Madison,190
The Babysitter,191
Boys on the Side,192
The Cure,193
Castle Freak,194
Circle of Friends,195
Clerks,196
Don Juan DeMarco,197
Disclosure,198
Drop Zone,199
Destiny Turns on the Radio,200
Death and the Maiden,201
Dolores Claiborne,202
Dumb and Dumber,203
Eat Drink Man Woman,204
Exotica,205
Exit to Eden,206
Ed Wood,207
French Kiss,208
Forget Paris,209
Far from Home: The Adventures of Yellow Dog,210
A Goofy Movie,211
Hideaway,212
Fluke,213
Farinelli,214
Gordy,215
Gumby: The Movie,216
The Glass Shield,217
Hoop Dreams,218
Heavenly Creatures,219
Houseguest,220
Immortal Beloved,221
Heavyweights,222
The Hunted,223
I.Q.,224
Interview with the Vampire,225
Jefferson in Paris,226
The Jerky Boys,227
Junior,228
Just Cause,229
A Kid in King Arthur's Court,230
Kiss of Death,231
Star Wars,232
Little Women,233
A Little Princess,234
Ladybird Ladybird,235
L'Enfer,236
Like Water for Chocolate,237
Legends of the Fall,238
Major Payne,239
Little Odessa,240
Mi Vida Loca,241
Love Affair,242
Losing Isaiah,243
The Madness of King George,244
Mary Shelley's Frankenstein,245
Man of the House,246
Mixed Nuts,247
Milk Money,248
Miracle on 34th Street,249
Miami Rhapsody,250
My Family,251
Murder in the First,252
Nobody's Fool,253
Nell,254
New Jersey Drive,255
Beyond Bedlam,256
Nina Takes a Lover,257
Natural Born Killers,258
Only You,259
Once Were Warriors,260
Poison Ivy II: Lily,261
Outbreak,262
Leon: The Professional,263
The Perez Family,264
A Pyromaniac's Love Story,265
Pulp Fiction,266
Priest,267
Quiz Show,268
Picture Bride,269
Queen Margot,270
The Quick and the Dead,271
Roommates,272
Prêt-à-Porter,273
Three Colors: Red,274
Three Colors: Blue,275
Three Colors: White,276
"Red Firecracker, Green Firecracker",277
Stuart Saves His Family,278
The Swan Princess,279
The Secret of Roan Inish,280
The Specialist,281
Stargate,282
The Santa Clause,283
The Shawshank Redemption,284
Shallow Grave,285
Suture,286
Strawberry and Chocolate,287
Swimming with Sharks,288
The Sum of Us,289
Senior Trip,290
To Live,291
Tank Girl,292
Tales from the Crypt: Demon Knight,293
Star Trek: Generations,294
Tales from the Hood,295
Tom & Viv,296
Village of the Damned,297
Tommy Boy,298
Vanya on 42nd Street,299
The Underneath,300
The Walking Dead,301
What's Eating Gilbert Grape,302
Virtuosity,303
While You Were Sleeping,304
The War,305
Double Happiness,306
Muriel's Wedding,307
The Baby-Sitters Club,308
Ace Ventura: Pet Detective,309
"The Adventures of Priscilla, Queen of the Desert",310
Backbeat,311
Bitter Moon,312
Bullets Over Broadway,313
Clear and Present Danger,314
The Client,315
"Corrina, Corrina",316
Crooklyn,317
The Crow,318
Cobb,319
The Flintstones,320
Forrest Gump,321
Four Weddings and a Funeral,322
Higher Learning,323
I Love Trouble,324
It Could Happen to You,325
The Jungle Book,326
"The Wonderful, Horrible Life of Leni Riefenstahl",327
The Lion King,328
Little Buddha,329
New Nightmare,330
The Mask,331
Maverick,332
Mrs. Parker and the Vicious Circle,333
The Naked Gun 33⅓: The Final Insult,334
The Paper,335
Reality Bites,336
Red Rock West,337
Ri¢hie Ri¢h,338
Safe Passage,339
The River Wild,340
Speed,341
Speechless,342
Timecop,343
True Lies,344
When a Man Loves a Woman,345
Wolf,346
Wyatt Earp,347
Bad Company,348
A Low Down Dirty Shame,349
"Boys Life: Three Stories of Love, Lust, and Liberation",350
Colonel Chabert,351
"Faster, Pussycat! Kill! Kill!",352
Jason's Lyric,353
The Secret Adventures of Tom Thumb,354
Street Fighter,355
Mirage,356
Highlander: The Final Dimension,357
In the Mouth of Madness,358
8 Seconds,359
Above the Rim,360
Addams Family Values,361
The Age of Innocence,362
Airheads,363
The Air Up There,364
Another Stakeout,365
Bad Girls,366
Barcelona,367
Being Human,368
The Beverly Hillbillies,369
Beverly Hills Cop III,370
Black Beauty,371
Blink,372
Blown Away,373
Blue Chips,374
Blue Sky,375
Body Snatchers,376
Boxing Helena,377
A Bronx Tale,378
Cabin Boy,379
Carlito's Way,380
City Slickers II: The Legend of Curly's Gold,381
Clean Slate,382
Cliffhanger,383
Coneheads,384
Color of Night,385
Cops & Robbersons,386
The Cowboy Way,387
Dangerous Game,388
Dave,389
Dazed and Confused,390
Demolition Man,391
The Endless Summer 2,392
Even Cowgirls Get the Blues,393
Fatal Instinct,394
Farewell My Concubine,395
The Favor,396
Fearless,397
Fear of a Black Hat,398
With Honors,399
Flesh and Bone,400
Widows' Peak,401
For Love or Money,402
The Firm,403
Free Willy,404
Fresh,405
The Fugitive,406
Geronimo: An American Legend,407
The Getaway,408
Getting Even with Dad,409
Go Fish,410
Guilty as Sin,411
Hard Target,412
Heaven & Earth,413
Hot Shots! Part Deux,414
Live Nude Girls,415
The Englishman Who Went Up a Hill But Came Down a Mountain,416
The House of the Spirits,417
House Party 3,418
The Hudsucker Proxy,419
I'll Do Anything,420
In the Army Now,421
In the Line of Fire,422
In the Name of the Father,423
The Inkwell,424
What's Love Got to Do with It,425
Judgment Night,426
Jurassic Park,427
Kalifornia,428
Killing Zoe,429
King of the Hill,430
Lassie,431
Last Action Hero,432
Life With Mikey,433
Lightning Jack,434
M. Butterfly,435
Made in America,436
Malice,437
The Man without a Face,438
Manhattan Murder Mystery,439
Menace II Society,440
Executive Decision,441
In the Realm of the Senses,442
What Happened Was...,443
Much Ado About Nothing,444
Mr. Jones,445
Mr. Wonderful,446
Mrs. Doubtfire,447
Naked,448
The Next Karate Kid,449
No Escape,450
North,451
Orlando,452
A Perfect World,453
Philadelphia,454
The Piano,455
Poetic Justice,456
The Program,457
The Puppet Masters,458
Radioland Murders,459
The Ref,460
The Remains of the Day,461
Renaissance Man,462
Rising Sun,463
The Road to Wellville,464
RoboCop 3,465
Robin Hood: Men in Tights,466
Romeo Is Bleeding,467
Romper Stomper,468
Ruby in Paradise,469
Rudy,470
Savage Nights,471
Schindler's List,472
The Scout,473
Searching for Bobby Fischer,474
The Secret Garden,475
Serial Mom,476
The Shadow,477
Shadowlands,478
Short Cuts,479
A Simple Twist of Fate,480
Sirens,481
Six Degrees of Separation,482
Sleepless in Seattle,483
Sliver,484
Blade Runner,485
Son in Law,486
So I Married an Axe Murderer,487
Striking Distance,488
Super Mario Bros.,489
Surviving the Game,490
Terminal Velocity,491
Thirty Two Short Films About Glenn Gould,492
Threesome,493
The Nightmare Before Christmas,494
The Three Musketeers,495
Tombstone,496
Trial by Jury,497
True Romance,498
The War Room,499
The Pagemaster,500
"Paris, France",501
Killer,502
Welcome to the Dollhouse,503
Germinal,504
Chasers,505
Cronos,506
Kika,507
Bhaji on the Beach,508
Little Big League,509
Wide Eyed and Legless,510
"Ciao, Professore!",511
Spanking the Monkey,512
The Little Rascals,513
Andre,514
Princess Caraboo,515
The Celluloid Closet,516
Café au Lait,517
The Brady Bunch Movie,518
Home Alone,519
Ghost,520
Aladdin,521
Terminator 2: Judgment Day,522
Dances with Wolves,523
Batman,524
The Silence of the Lambs,525
Snow White and the Seven Dwarfs,526
Beauty and the Beast,527
Pinocchio,528
Pretty Woman,529
The Wild Bunch,530
Love and a .45,531
Bye Bye Love,532
One Fine Day,533
Candyman: Farewell to the Flesh,534
Fargo,535
Homeward Bound II: Lost in San Francisco,536
Heavy Metal,537
Hellraiser: Bloodline,538
The Pallbearer,539
Jane Eyre,540
Loaded,541
Bread and Chocolate,542
The Aristocats,543
The Flower of My Secret,544
Ed,545
Scream of Stone,546
My Favorite Season,547
A Thin Line Between Love and Hate,548
The Last Supper,549
Primal Fear,550
Carried Away,551
All Dogs Go to Heaven 2,552
Land and Freedom,553
Denise Calls Up,554
A Family Thing,555
Sgt. Bilko,556
Jack & Sarah,557
Girl 6,558
Diabolique,559
Courage Under Fire,560
Mission: Impossible,561
Moll Flanders,562
The Superwife,563
DragonHeart,564
Eddie,565
Purple Noon,566
James and the Giant Peach,567
Fear,568
Kids in the Hall: Brain Candy,569
Faithful,570
Underground,571
Bloodsport II,572
Pather Panchali,573
The World of Apu,574
Mystery Science Theater 3000: The Movie,575
Space Jam,576
Barbarella,577
Some Folks Call It a Sling Blade,578
The Run of the Country,579
Alphaville,580
Coup de Torchon,581
It's My Party,582
Country Life,583
Operation Dumbo Drop,584
The Promise,585
The Promise,586
The Promise,587
The Promise,588
The Promise,589
The Promise,590
The Promise,591
The Promise,592
Mrs. Winterbourne,593
Solo,594
The Substitute,595
True Crime,596
Butterfly Kiss,597
Feeling Minnesota,598
Delta of Venus,599
Angus,600
Faces,601
Boys,602
The Quest,603
Cosi,604
Mulholland Falls,605
The Truth About Cats & Dogs,606
Oliver & Company,607
Celtic Pride,608
Flipper,609
Dead Man,610
The Horseman on the Roof,611
The Visitors,612
Multiplicity,613
"The Haunted World of Edward D. Wood, Jr.",614
The Craft,615
The Great White Hype,616
Last Dance,617
Cold Comfort Farm,618
Heaven's Prisoners,619
The Rock,620
Cemetery Man,621
Twister,622
Barb Wire,623
Ghost in the Shell,624
Thinner,625
Spy Hard,626
A Close Shave,627
Force of Evil,628
The Stupids,629
The Arrival,630
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,631
A Month by the Lake,632
Gold Diggers: The Secret of Bear Mountain,633
Kim,634
Carmen Miranda: Bananas Is My Business,635
Ashes of Time,636
Maya Lin: A Strong Clear Vision,637
Stalingrad,638
The Phantom,639
Striptease,640
Heavy,641
Jack,642
I Shot Andy Warhol,643
The Grass Harp,644
Spirits of the Dead,645
Trainspotting,646
Til There Was You,647
Independence Day,648
Stealing Beauty,649
The Fan,650
The Hunchback of Notre Dame,651
The Cable Guy,652
Kingpin,653
Eraser,654
The Gate of Heavenly Peace,655
The Nutty Professor,656
My Life and Times With Antonin Artaud,657
Daylight,658
The Frighteners,659
Lone Star,660
Harriet the Spy,661
Phenomenon,662
Walking and Talking,663
She's the One,664
A Time to Kill,665
American Buffalo,666
Alaska,667
Fled,668
Kazaam,669
Larger Than Life,670
Two Deaths,671
A Very Brady Sequel,672
Death in the Garden,673
Kaspar Hauser,674
The Adventures of Pinocchio,675
Joe's Apartment,676
The First Wives Club,677
Stonewall,678
Ransom,679
High School High,680
Phat Beach,681
Foxfire,682
Chain Reaction,683
Matilda,684
Emma,685
The Crow: City of Angels,686
House Arrest,687
Eyes Without a Face,688
Bordello of Blood,689
The Story of Xinghua,690
The Day the Sun Turned Cold,691
Flirt,692
The Spitfire Grill,693
Escape from L.A.,694
Cyclo,695
Basquiat,696
Tin Cup,697
The Ballad of Narayama,698
The Godfather,699
Police Story 3: Supercop,700
Wife,701
Wife,702
Wife,703
Wife,704
Wife,705
Wife,706
Wife,707
Wife,708
Small Faces,709
Bound,710
Carpool,711
Kansas City,712
Gone Fishin',713
Vive L'Amour,714
Nothing to Lose,715
Project S,716
The Relic,717
The Island of Dr. Moreau,718
First Kid,719
The Trigger Effect,720
Bogus,721
Bulletproof,722
The Land Before Time III: The Time of the Great Giving,723
1-900,724
Halloween: The Curse of Michael Myers,725
Twelfth Night,726
Mother Night,727
Wild Reeds,728
For Whom the Bell Tolls,729
The Philadelphia Story,730
Singin' in the Rain,731
An American in Paris,732
Funny Face,733
Breakfast at Tiffany's,734
Vertigo,735
Rear Window,736
It Happened One Night,737
Gaslight,738
The Gay Divorcee,739
North by Northwest,740
The Apartment,741
Some Like It Hot,742
Charade,743
Casablanca,744
The Maltese Falcon,745
My Fair Lady,746
Sabrina,747
Roman Holiday,748
The Little Princess,749
Meet Me in St. Louis,750
The Wizard of Oz,751
Gone with the Wind,752
My Favorite Year,753
Sunset Boulevard,754
Citizen Kane,755
2001: A Space Odyssey,756
All About Eve,757
The Women,758
Rebecca,759
Foreign Correspondent,760
Notorious,761
Spellbound,762
An Affair to Remember,763
To Catch a Thief,764
Father of the Bride,765
The Band Wagon,766
Ninotchka,767
Love in the Afternoon,768
Gigi,769
The Reluctant Debutante,770
The Adventures of Robin Hood,771
The Mark of Zorro,772
Laura,773
The Ghost and Mrs. Muir,774
Lost Horizon,775
Top Hat,776
To Be or Not to Be,777
My Man Godfrey,778
Giant,779
East of Eden,780
The Thin Man,781
His Girl Friday,782
Around the World in Eighty Days,783
It's a Wonderful Life,784
Mr. Smith Goes to Washington,785
Bringing Up Baby,786
Penny Serenade,787
The Scarlet Letter,788
Angel on My Shoulder,789
Little Lord Fauntleroy,790
They Made Me a Criminal,791
The Inspector General,792
Angel and the Badman,793
The 39 Steps,794
A Walk in the Sun,795
Night of the Living Dead,796
The African Queen,797
Beat the Devil,798
Cat on a Hot Tin Roof,799
The Last Time I Saw Paris,800
Meet John Doe,801
A Farewell to Arms,802
A Farewell to Arms,803
A Farewell to Arms,804
A Farewell to Arms,805
A Farewell to Arms,806
A Farewell to Arms,807
A Farewell to Arms,808
A Farewell to Arms,809
"Yes, Madam",810
Dangerous Ground,811
Picnic,812
The Pompatus of Love,813
Fly Away Home,814
Bliss,815
Grace of My Heart,816
Maximum Risk,817
Michael Collins,818
The Rich Man's Wife,819
Big Night,820
Last Man Standing,821
Caught,822
Set It Off,823
2 Days in the Valley,824
Extreme Measures,825
The Glimmer Man,826
D3: The Mighty Ducks,827
The Chamber,828
The Apple Dumpling Gang,829
"Davy Crockett, King of the Wild Frontier",830
Escape to Witch Mountain,831
The Love Bug,832
Herbie Rides Again,833
Old Yeller,834
The Parent Trap,835
Pollyanna,836
Homeward Bound: The Incredible Journey,837
The Shaggy Dog,838
Swiss Family Robinson,839
That Darn Cat!,840
"20,000 Leagues Under the Sea",841
Cool Runnings,842
Angels in the Outfield,843
Cinderella,844
Winnie the Pooh and the Blustery Day,845
The Three Caballeros,846
The Sword in the Stone,847
So Dear to My Heart,848
Robin Hood: Prince of Thieves,849
Mary Poppins,850
Dumbo,851
Pete's Dragon,852
Bedknobs and Broomsticks,853
Alice in Wonderland,854
The Fox and the Hound,855
Freeway,856
The Sound of Music,857
Die Hard,858
The Lawnmower Man,859
The Secret Agent,860
Secrets & Lies,861
That Thing You Do!,862
To Gillian on Her 37th Birthday,863
Surviving Picasso,864
Beautiful Thing,865
The Long Kiss Goodnight,866
The Ghost and the Darkness,867
Looking for Richard,868
Trees Lounge,869
Normal Life,870
Get on the Bus,871
Shadow Conspiracy,872
Jude,873
Everyone Says I Love You,874
Romeo + Juliet,875
Swingers,876
Sleepers,877
Johns,878
Aladdin and the King of Thieves,879
Shall We Dance,880
A Damsel in Distress,881
Crossfire,882
"Murder, My Sweet",883
Willy Wonka & the Chocolate Factory,884
The Innocents,885
Sleeper,886
Bananas,887
A Fish Called Wanda,888
Life of Brian,889
Victor/Victoria,890
The Candidate,891
The Great Race,892
Bonnie and Clyde,893
The Old Man and the Sea,894
Dial M for Murder,895
Madame Butterfly,896
Dirty Dancing,897
Reservoir Dogs,898
Platoon,899
Weekend at Bernie's,900
Basic Instinct,901
The Doors,902
The Crying Game,903
Glengarry Glen Ross,904
Sophie's Choice,905
E.T. the Extra-Terrestrial,906
A Christmas Carol,907
Days of Thunder,908
Top Gun,909
Rebel Without a Cause,910
A Streetcar Named Desire,911
Children of the Corn IV: The Gathering,912
Microcosmos,913
Palookaville,914
The Associate,915
The Funeral,916
The People vs. Larry Flynt,917
A Perfect Candidate,918
On Golden Pond,919
The Return of the Pink Panther,920
Drop Dead Fred,921
The Abyss,922
The Fog,923
Escape from New York,924
The Howling,925
Jean de Florette,926
Manon of the Spring,927
Private Benjamin,928
Monty Python and the Holy Grail,929
Hustler White,930
Snowriders,931
When We Were Kings,932
The Wrong Trousers,933
The Return of Martin Guerre,934
Faust,935
He Walked by Night,936
Raw Deal,937
T-Men,938
The Tin Drum,939
The Ruling Class,940
Mina Tannenbaum,941
2 or 3 Things I Know About Her,942
The Bloody Child,943
Dear God,944
Bad Moon,945
American Dream,946
Bob Roberts,947
Cinema Paradiso,948
"The Cook, the Thief, His Wife & Her Lover",949
Dead Tired,950
Delicatessen,951
The Double Life of Veronique,952
Enchanted April,953
Paths of Glory,954
The Grifters,955
Hear My Song,956
The Shooter,957
The English Patient,958
Mediterraneo,959
My Left Foot: The Story of Christy Brown,960
"Sex, Lies, and Videotape",961
Passion Fish,962
Strictly Ballroom,963
The Thin Blue Line,964
Tie Me Up! Tie Me Down!,965
Madonna: Truth or Dare,966
Paris is Burning,967
One Flew Over the Cuckoo's Nest,968
Up in Smoke,969
The Empire Strikes Back,970
The Princess Bride,971
Raiders of the Lost Ark,972
Brazil,973
Aliens,974
"The Good, the Bad and the Ugly",975
Withnail & I,976
12 Angry Men,977
Lawrence of Arabia,978
A Clockwork Orange,979
To Kill a Mockingbird,980
Apocalypse Now,981
Once Upon a Time in the West,982
Return of the Jedi,983
Wings of Desire,984
The Third Man,985
GoodFellas,986
Alien,987
Army of Darkness,988
The Big Blue,989
Ran,990
The Killer,991
Psycho,992
The Blues Brothers,993
The Godfather: Part II,994
Full Metal Jacket,995
A Grand Day Out,996
Henry V,997
Amadeus,998
The Quiet Man,999
Once Upon a Time in America,1000
Raging Bull,1001
Annie Hall,1002
The Right Stuff,1003
Stalker,1004
Das Boot,1005
The Sting,1006
Harold and Maude,1007
Trust,1008
The Seventh Seal,1009
Local Hero,1010
The Terminator,1011
Braindead,1012
Glory,1013
Rosencrantz & Guildenstern Are Dead,1014
Manhattan,1015
Miller's Crossing,1016
Dead Poets Society,1017
The Graduate,1018
Touch of Evil,1019
La Femme Nikita,1020
The Bridge on the River Kwai,1021
8½,1022
Chinatown,1023
The Day the Earth Stood Still,1024
The Treasure of the Sierra Madre,1025
Bad Taste,1026
Duck Soup,1027
Better Off Dead...,1028
The Shining,1029
Stand by Me,1030
M,1031
Evil Dead II,1032
The Great Escape,1033
The Deer Hunter,1034
Diva,1035
Groundhog Day,1036
Unforgiven,1037
The Manchurian Candidate,1038
Pump up the Volume,1039
Arsenic and Old Lace,1040
Back to the Future,1041
Fried Green Tomatoes,1042
Patton,1043
Down by Law,1044
Akira,1045
Highlander,1046
Cool Hand Luke,1047
Cyrano de Bergerac,1048
Young Frankenstein,1049
Night on Earth,1050
Raise the Red Lantern,1051
The Great Dictator,1052
Fantasia,1053
High Noon,1054
The Big Sleep,1055
Heathers,1056
Somewhere in Time,1057
Ben-Hur,1058
This Is Spinal Tap,1059
Koyaanisqatsi,1060
Some Kind of Wonderful,1061
Indiana Jones and the Last Crusade,1062
Being There,1063
Gandhi,1064
The Unbearable Lightness of Being,1065
A Room with a View,1066
Real Genius,1067
Pink Floyd: The Wall,1068
The Killing Fields,1069
My Life as a Dog,1070
Forbidden Planet,1071
Field of Dreams,1072
The Man Who Would Be King,1073
Butch Cassidy and the Sundance Kid,1074
"Paris, Texas",1075
Until the End of the World,1076
When Harry Met Sally...,1077
Hype!,1078
Santa with Muscles,1079
Female Perversions,1080
I'm Not Rappaport,1081
Alien³,1082
An American Werewolf in London,1083
Amityville: It's About Time,1084
Amityville 3-D,1085
Amityville: Dollhouse,1086
Amityville: A New Generation,1087
Amityville II: The Possession,1088
The Amityville Horror,1089
The Amityville Curse,1090
Blood for Dracula,1091
April Fool's Day,1092
Audrey Rose,1093
The Believers,1094
The Birds,1095
The Blob,1096
Blood Beach,1097
Body Parts,1098
The Body Snatcher,1099
Dracula,1100
Bride of Frankenstein,1101
Burnt Offerings,1102
Candyman,1103
Cape Fear,1104
Cape Fear,1105
Carrie,1106
Cat People,1107
A Nightmare on Elm Street,1108
Nosferatu,1109
Vampire in Venice,1110
The Omen,1111
Blood and Wine,1112
Albino Alligator,1113
The Mirror Has Two Faces,1114
Breaking the Waves,1115
Nightwatch,1116
Star Trek: First Contact,1117
Shine,1118
Sling Blade,1119
Jingle All the Way,1120
Paradise Lost: The Child Murders at Robin Hood Hills,1121
The Preacher's Wife,1122
Ridicule,1123
The Crucible,1124
101 Dalmatians,1125
I Can't Sleep,1126
Die Hard 2,1127
Star Trek: The Motion Picture,1128
Star Trek VI: The Undiscovered Country,1129
Star Trek V: The Final Frontier,1130
Star Trek II: The Wrath of Khan,1131
Star Trek III: The Search for Spock,1132
Star Trek IV: The Voyage Home,1133
Batman Returns,1134
Young Guns,1135
Young Guns II,1136
Grease,1137
Grease 2,1138
Marked for Death,1139
The Substance of Fire,1140
Under Siege,1141
Jaws,1142
Jaws 2,1143
Jaws 3-D,1144
My Fellow Americans,1145
Mars Attacks!,1146
Citizen Ruth,1147
Jerry Maguire,1148
Raising Arizona,1149
Tin Men,1150
Sneakers,1151
Bastard Out of Carolina,1152
In Love and War,1153
Marvin's Room,1154
Ghosts of Mississippi,1155
Night Falls on Manhattan,1156
Beavis and Butt-Head Do America,1157
La Cérémonie,1158
Scream,1159
The Last of the Mohicans,1160
Michael,1161
The Evening Star,1162
Hamlet,1163
The Whole Wide World,1164
Mother,1165
Thieves,1166
Evita,1167
The Portrait of a Lady,1168
Walkabout,1169
Message to Love: The Isle of Wight Festival,1170
Murder at 1600,1171
Hearts and Minds,1172
Fierce Creatures,1173
Turbulence,1174
Angel Baby,1175
First Strike,1176
Underworld,1177
Beverly Hills Ninja,1178
Metro,1179
The Machine,1180
The Cement Garden,1181
Dante's Peak,1182
Amos & Andrew,1183
Benny & Joon,1184
Prefontaine,1185
Guantanamera,1186
McHale's Navy,1187
Kolya,1188
Gridlock'd,1189
Waiting for Guffman,1190
Prisoner of the Mountains,1191
The Beautician and the Beast,1192
SubUrbia,1193
Hotel de Love,1194
The Pest,1195
Fools Rush In,1196
Touch,1197
Absolute Power,1198
That Darn Cat,1199
Vegas Vacation,1200
That Old Feeling,1201
Lost Highway,1202
Rosewood,1203
Donnie Brasco,1204
Booty Call,1205
City of Industry,1206
Best Men,1207
Jungle 2 Jungle,1208
Kama Sutra - A Tale of Love,1209
Private Parts,1210
The Saint,1211
Smilla's Sense of Snow,1212
The Van,1213
Crash,1214
The Daytrippers,1215
Liar Liar,1216
Selena,1217
The Devil's Own,1218
Cats Don't Dance,1219
B.A.P.S.,1220
Love and Other Catastrophes,1221
Turbo: A Power Rangers Movie,1222
Double Team,1223
Inventing the Abbotts,1224
Anaconda,1225
Grosse Pointe Blank,1226
Keys to Tulsa,1227
Kissed,1228
8 Heads in a Duffel Bag,1229
Hollow Reed,1230
Paradise Road,1231
Traveller,1232
Romy and Michele's High School Reunion,1233
Volcano,1234
Children of the Revolution,1235
Austin Powers: International Man of Mystery,1236
Breakdown,1237
"Truth or Consequences, N.M.",1238
Warriors of Virtue,1239
Fathers' Day,1240
The Fifth Element,1241
Nowhere,1242
Losing Chase,1243
Sprung,1244
Love! Valour! Compassion!,1245
Shall We Dance?,1246
Twin Town,1247
Addicted to Love,1248
Brassed Off,1249
The Designated Mourner,1250
The Lost World: Jurassic Park,1251
Ponette,1252
Schizopolis,1253
Rough Magic,1254
Trial and Error,1255
Con Air,1256
The Pillow Book,1257
To Have (Or Not),1258
Speed 2: Cruise Control,1259
Batman & Robin,1260
Dream with the Fishes,1261
Roseanna's Grave,1262
Hercules,1263
My Best Friend's Wedding,1264
Tetsuo II: Body Hammer,1265
When the Cat's Away,1266
Contempt,1267
Face/Off,1268
Gabbeh,1269
Men in Black,1270
Out to Sea,1271
Wild America,1272
A Simple Wish,1273
Contact,1274
G.I. Jane,1275
Conan the Barbarian,1276
George of the Jungle,1277
Cop Land,1278
Event Horizon,1279
Spawn,1280
Air Bud,1281
Picture Perfect,1282
In the Company of Men,1283
Free Willy 3: The Rescue,1284
Career Girls,1285
Conspiracy Theory,1286
Desperate Measures,1287
Steel,1288
She's So Lovely,1289
Hoodlum,1290
Leave it to Beaver,1291
Mimic,1292
Money Talks,1293
Excess Baggage,1294
Kull the Conqueror,1295
Air Force One,1296
One Eight Seven,1297
The Hunt for Red October,1298
My Own Private Idaho,1299
"Kiss Me, Guido",1300
Star Maps,1301
In & Out,1302
The Edge,1303
The Peacemaker,1304
L.A. Confidential,1305
Seven Years in Tibet,1306
Kiss the Girls,1307
Soul Food,1308
Wishmaster,1309
A Thousand Acres,1310
The Game,1311
