title,movieId,id
Antonia's Line,82,880.0
Once Upon a Time... When We Were Colored,83,146599.0
Last Summer in the Hamptons,84,188588.0
Angels and Insects,85,8447.0
White Squall,86,10534.0
Dunston Checks In,87,17414.0
Black Sheep,88,13997.0
Nick of Time,89,2086.0
Mary Reilly,92,9095.0
Vampire in Brooklyn,93,12158.0
Beautiful Girls,94,9283.0
Broken Arrow,95,9208.0
A Midwinter's Tale,96,40154.0
La Haine,97,406.0
Shopping,98,45549.0
Heidi Fleiss: Hollywood Madam,99,63076.0
City Hall,100,11062.0
Bottle Rocket,101,13685.0
Mr. Wrong,102,47475.0
Unforgettable,103,2045.0
Happy Gilmore,104,9614.0
The Bridges of Madison County,105,688.0
Muppet Treasure Island,107,10874.0
Catwalk,108,89333.0
Braveheart,110,197.0
Taxi Driver,111,103.0
Rumble in the Bronx,112,33542.0
Before and After,113,43566.0
Margaret's Museum,114,71754.0
Anne Frank Remembered,116,51352.0
The Young Poisoner's Handbook,117,16934.0
If Lucy Fell,118,10324.0
Steal Big Steal Little,119,78406.0
The Boys of St. Vincent,121,32119.0
Boomerang,122,11066.0
Chungking Express,123,11104.0
The Star Maker,124,37975.0
Flirting with Disaster,125,2074.0
The Neverending Story III: Escape from Fantasia,126,27793.0
Pie in the Sky,129,110972.0
Angela,130,32622.0
Frankie Starlight,131,73067.0
Jade,132,11863.0
Down Periscope,135,9101.0
Man of the Year,137,5757.0
Up Close & Personal,140,9302.0
The Birdcage,141,11000.0
The Brothers McMullen,144,16388.0
Bad Boys,145,9737.0
The Amazing Panda Adventure,146,30765.0
The Basketball Diaries,147,10474.0
An Awfully Big Adventure,148,22279.0
Amateur,149,30157.0
Apollo 13,150,568.0
Rob Roy,151,11780.0
The Addiction,152,34996.0
Batman Forever,153,414.0
Belle de Jour,154,649.0
Beyond Rangoon,155,1873.0
Blue in the Face,156,5894.0
Canadian Bacon,157,1775.0
Casper,158,8839.0
Clockers,159,20649.0
Congo,160,10329.0
Crimson Tide,161,8963.0
Crumb,162,26564.0
Desperado,163,8068.0
Devil in a Blue Dress,164,8512.0
Die Hard: With a Vengeance,165,1572.0
The Doom Generation,166,13552.0
Feast of July,167,259209.0
First Knight,168,6520.0
Free Willy 2 - The Adventure Home,169,9073.0
Hackers,170,10428.0
Jeffrey,171,17447.0
Johnny Mnemonic,172,9886.0
Judge Dredd,173,9482.0
Jury Duty,174,19326.0
Kids,175,9344.0
Living in Oblivion,176,9071.0
Lord of Illusions,177,8973.0
Love & Human Remains,178,15730.0
Mad Love,179,47608.0
Mallrats,180,2293.0
Mighty Morphin Power Rangers: The Movie,181,9070.0
Mute Witness,183,48787.0
Nadja,184,34574.0
The Net,185,1642.0
Nine Months,186,11472.0
Party Girl,187,36196.0
The Prophecy,188,11980.0
Reckless,189,58372.0
Safe,190,32646.0
The Scarlet Letter,191,10533.0
Showgirls,193,10802.0
Smoke,194,10149.0
Something to Talk About,195,18402.0
Species,196,9348.0
Strange Days,198,281.0
The Umbrellas of Cherbourg,199,5967.0
The Tie That Binds,200,79593.0
Three Wishes,201,47939.0
Total Eclipse,202,36834.0
"To Wong Foo, Thanks for Everything! Julie Newmar",203,9090.0
Under Siege 2: Dark Territory,204,3512.0
Unstrung Heroes,205,52856.0
Unzipped,206,77350.0
A Walk in the Clouds,207,9560.0
Waterworld,208,9804.0
White Man's Burden,209,31611.0
The Browning Version,211,49805.0
Burnt by the Sun,213,50797.0
Before the Rain,214,19155.0
Before Sunrise,215,76.0
Billy Madison,216,11017.0
The Babysitter,217,37141.0
Boys on the Side,218,9382.0
The Cure,219,6715.0
Castle Freak,220,18256.0
Circle of Friends,222,22625.0
Clerks,223,2292.0
Don Juan DeMarco,224,1909.0
Disclosure,225,8984.0
Drop Zone,227,4954.0
Destiny Turns on the Radio,228,62488.0
Death and the Maiden,229,10531.0
Dolores Claiborne,230,11929.0
Dumb and Dumber,231,8467.0
Eat Drink Man Woman,232,10451.0
Exotica,233,20156.0
Exit to Eden,234,18395.0
Ed Wood,235,522.0
French Kiss,236,397.0
Forget Paris,237,10525.0
Far from Home: The Adventures of Yellow Dog,238,27985.0
A Goofy Movie,239,15789.0
Hideaway,240,27303.0
Fluke,241,21183.0
Farinelli,242,10954.0
Gordy,243,47867.0
Gumby: The Movie,244,43475.0
The Glass Shield,245,72031.0
Hoop Dreams,246,14275.0
Heavenly Creatures,247,1024.0
Houseguest,248,17207.0
Immortal Beloved,249,13701.0
Heavyweights,250,14819.0
The Hunted,251,32631.0
I.Q.,252,11777.0
Interview with the Vampire,253,628.0
Jefferson in Paris,254,87729.0
The Jerky Boys,255,18713.0
Junior,256,6280.0
Just Cause,257,9061.0
A Kid in King Arthur's Court,258,37108.0
Kiss of Death,259,6071.0
Star Wars,260,11.0
Little Women,261,9587.0
A Little Princess,262,19101.0
Ladybird Ladybird,263,49980.0
L'Enfer,264,17961.0
Like Water for Chocolate,265,18183.0
Legends of the Fall,266,4476.0
Major Payne,267,11008.0
Little Odessa,268,47504.0
Mi Vida Loca,269,32325.0
Love Affair,270,43742.0
Losing Isaiah,271,28313.0
The Madness of King George,272,11318.0
Mary Shelley's Frankenstein,273,3036.0
Man of the House,274,40490.0
Mixed Nuts,275,24070.0
Milk Money,276,8986.0
Miracle on 34th Street,277,10510.0
Miami Rhapsody,278,17402.0
My Family,279,38722.0
Murder in the First,280,8438.0
Nobody's Fool,281,11593.0
Nell,282,1945.0
New Jersey Drive,283,39310.0
Beyond Bedlam,285,56428.0
Nina Takes a Lover,287,131957.0
Natural Born Killers,288,241.0
Only You,289,9058.0
Once Were Warriors,290,527.0
Poison Ivy II: Lily,291,18220.0
Outbreak,292,6950.0
Leon: The Professional,293,101.0
The Perez Family,294,63020.0
A Pyromaniac's Love Story,295,2307.0
Pulp Fiction,296,680.0
Priest,299,40156.0
Quiz Show,300,11450.0
Picture Bride,301,30304.0
Queen Margot,302,10452.0
The Quick and the Dead,303,12106.0
Roommates,304,161495.0
Prêt-à-Porter,305,3586.0
Three Colors: Red,306,110.0
Three Colors: Blue,307,108.0
Three Colors: White,308,109.0
"Red Firecracker, Green Firecracker",309,159185.0
Stuart Saves His Family,312,28033.0
The Swan Princess,313,22586.0
The Secret of Roan Inish,314,14334.0
The Specialist,315,2636.0
Stargate,316,2164.0
The Santa Clause,317,11395.0
The Shawshank Redemption,318,278.0
Shallow Grave,319,9905.0
Suture,320,87078.0
Strawberry and Chocolate,321,12527.0
Swimming with Sharks,322,20306.0
The Sum of Us,324,36614.0
Senior Trip,325,27993.0
To Live,326,31439.0
Tank Girl,327,9067.0
Tales from the Crypt: Demon Knight,328,9059.0
Star Trek: Generations,329,193.0
Tales from the Hood,330,25066.0
Tom & Viv,331,46797.0
Village of the Damned,332,12122.0
Tommy Boy,333,11381.0
Vanya on 42nd Street,334,32636.0
The Underneath,335,36141.0
The Walking Dead,336,95963.0
What's Eating Gilbert Grape,337,1587.0
Virtuosity,338,9271.0
While You Were Sleeping,339,2064.0
The War,340,19855.0
Double Happiness,341,60855.0
Muriel's Wedding,342,236.0
The Baby-Sitters Club,343,48287.0
Ace Ventura: Pet Detective,344,3049.0
"The Adventures of Priscilla, Queen of the Desert",345,2759.0
Backbeat,346,12635.0
Bitter Moon,347,10497.0
Bullets Over Broadway,348,11382.0
Clear and Present Danger,349,9331.0
The Client,350,10731.0
"Corrina, Corrina",351,10464.0
Crooklyn,352,34152.0
The Crow,353,9495.0
Cobb,354,29973.0
The Flintstones,355,888.0
Forrest Gump,356,13.0
Four Weddings and a Funeral,357,712.0
Higher Learning,358,16295.0
I Love Trouble,360,10879.0
It Could Happen to You,361,10660.0
The Jungle Book,362,10714.0
"The Wonderful, Horrible Life of Leni Riefenstahl",363,41647.0
The Lion King,364,8587.0
Little Buddha,365,1689.0
New Nightmare,366,11596.0
The Mask,367,854.0
Maverick,368,9359.0
Mrs. Parker and the Vicious Circle,369,23333.0
The Naked Gun 33⅓: The Final Insult,370,36593.0
The Paper,371,12280.0
Reality Bites,372,2788.0
Red Rock West,373,10427.0
Ri¢hie Ri¢h,374,11011.0
Safe Passage,375,49803.0
The River Wild,376,8987.0
Speed,377,1637.0
Speechless,378,15128.0
Timecop,379,8831.0
True Lies,380,36955.0
When a Man Loves a Woman,381,10449.0
Wolf,382,10395.0
Wyatt Earp,383,12160.0
Bad Company,384,40480.0
A Low Down Dirty Shame,387,26352.0
"Boys Life: Three Stories of Love, Lust, and Liberation",388,39953.0
Colonel Chabert,389,41580.0
"Faster, Pussycat! Kill! Kill!",390,315.0
Jason's Lyric,391,22067.0
The Secret Adventures of Tom Thumb,392,18242.0
Street Fighter,393,11667.0
Mirage,401,226229.0
Highlander: The Final Dimension,405,8011.0
In the Mouth of Madness,407,2654.0
8 Seconds,408,18069.0
Above the Rim,409,19092.0
Addams Family Values,410,2758.0
The Age of Innocence,412,10436.0
Airheads,413,13595.0
The Air Up There,414,46094.0
Another Stakeout,415,9409.0
Bad Girls,416,11853.0
Barcelona,417,16771.0
Being Human,418,46924.0
The Beverly Hillbillies,419,11041.0
Beverly Hills Cop III,420,306.0
Black Beauty,421,14522.0
Blink,422,26203.0
Blown Away,423,178.0
Blue Chips,424,19819.0
Blue Sky,425,57834.0
Body Snatchers,426,4722.0
Boxing Helena,427,18215.0
A Bronx Tale,428,1607.0
Cabin Boy,429,26391.0
Carlito's Way,431,6075.0
City Slickers II: The Legend of Curly's Gold,432,11310.0
Clean Slate,433,18658.0
Cliffhanger,434,9350.0
Coneheads,435,9612.0
Color of Night,436,2124.0
Cops & Robbersons,437,26261.0
The Cowboy Way,438,19176.0
Dangerous Game,439,49299.0
Dave,440,11566.0
Dazed and Confused,441,9571.0
Demolition Man,442,9739.0
The Endless Summer 2,443,24257.0
Even Cowgirls Get the Blues,444,34444.0
Fatal Instinct,445,26141.0
Farewell My Concubine,446,10997.0
The Favor,447,50463.0
Fearless,448,10443.0
Fear of a Black Hat,449,20239.0
With Honors,450,16297.0
Flesh and Bone,451,18551.0
Widows' Peak,452,25440.0
For Love or Money,453,9024.0
The Firm,454,37233.0
Free Willy,455,1634.0
Fresh,456,13815.0
The Fugitive,457,5503.0
Geronimo: An American Legend,458,35588.0
The Getaway,459,2087.0
Getting Even with Dad,460,41579.0
Go Fish,461,18620.0
Guilty as Sin,463,4916.0
Hard Target,464,2019.0
Heaven & Earth,465,31642.0
Hot Shots! Part Deux,466,9255.0
Live Nude Girls,467,26271.0
The Englishman Who Went Up a Hill But Came Down a Mountain,468,10612.0
The House of the Spirits,469,2259.0
House Party 3,470,16097.0
The Hudsucker Proxy,471,11934.0
I'll Do Anything,472,106143.0
In the Army Now,473,12475.0
In the Line of Fire,474,9386.0
In the Name of the Father,475,7984.0
The Inkwell,476,59930.0
What's Love Got to Do with It,477,15765.0
Judgment Night,479,6.0
Jurassic Park,480,329.0
Kalifornia,481,10909.0
Killing Zoe,482,507.0
King of the Hill,483,34024.0
Lassie,484,29918.0
Last Action Hero,485,9593.0
Life With Mikey,486,42580.0
Lightning Jack,487,22317.0
M. Butterfly,488,1413.0
Made in America,489,12121.0
Malice,490,2246.0
The Man without a Face,491,10502.0
Manhattan Murder Mystery,492,10440.0
Menace II Society,493,9516.0
Executive Decision,494,2320.0
In the Realm of the Senses,495,5879.0
What Happened Was...,496,83718.0
Much Ado About Nothing,497,11971.0
Mr. Jones,498,2625.0
Mr. Wonderful,499,31911.0
Mrs. Doubtfire,500,788.0
Naked,501,21450.0
The Next Karate Kid,502,11231.0
No Escape,504,10447.0
North,505,31586.0
Orlando,506,9300.0
A Perfect World,507,9559.0
Philadelphia,508,9800.0
The Piano,509,713.0
Poetic Justice,510,8291.0
The Program,511,18133.0
The Puppet Masters,512,25557.0
Radioland Murders,513,22588.0
The Ref,514,10872.0
The Remains of the Day,515,1245.0
Renaissance Man,516,11858.0
Rising Sun,517,7007.0
The Road to Wellville,518,10467.0
RoboCop 3,519,5550.0
Robin Hood: Men in Tights,520,8005.0
Romeo Is Bleeding,521,2088.0
Romper Stomper,522,10412.0
Ruby in Paradise,523,47889.0
Rudy,524,14534.0
Savage Nights,526,41878.0
Schindler's List,527,424.0
The Scout,528,35233.0
Searching for Bobby Fischer,529,14291.0
The Secret Garden,531,11236.0
Serial Mom,532,11592.0
The Shadow,533,8850.0
Shadowlands,534,10445.0
Short Cuts,535,695.0
A Simple Twist of Fate,536,43535.0
Sirens,537,12519.0
Six Degrees of Separation,538,23210.0
Sleepless in Seattle,539,858.0
Sliver,540,867.0
Blade Runner,541,78.0
Son in Law,542,13203.0
So I Married an Axe Murderer,543,10442.0
Striking Distance,544,11074.0
Super Mario Bros.,546,9607.0
Surviving the Game,547,17585.0
Terminal Velocity,548,9057.0
Thirty Two Short Films About Glenn Gould,549,20967.0
Threesome,550,10635.0
The Nightmare Before Christmas,551,9479.0
The Three Musketeers,552,10057.0
Tombstone,553,11969.0
Trial by Jury,554,41590.0
True Romance,555,319.0
The War Room,556,26408.0
The Pagemaster,558,15139.0
"Paris, France",559,161158.0
Killer,561,85247.0
Welcome to the Dollhouse,562,11446.0
Germinal,563,51980.0
Chasers,564,24405.0
Cronos,565,11655.0
Kika,567,8223.0
Bhaji on the Beach,568,14587.0
Little Big League,569,31504.0
Wide Eyed and Legless,571,53185.0
"Ciao, Professore!",573,23637.0
Spanking the Monkey,574,17600.0
The Little Rascals,575,10897.0
Andre,577,21352.0
Princess Caraboo,580,37345.0
The Celluloid Closet,581,32562.0
Café au Lait,582,47507.0
The Brady Bunch Movie,585,9066.0
Home Alone,586,771.0
Ghost,587,251.0
Aladdin,588,812.0
Terminator 2: Judgment Day,589,280.0
Dances with Wolves,590,581.0
Batman,592,268.0
The Silence of the Lambs,593,274.0
Snow White and the Seven Dwarfs,594,408.0
Beauty and the Beast,595,10020.0
Pinocchio,596,10895.0
Pretty Woman,597,114.0
The Wild Bunch,599,576.0
Love and a .45,600,15477.0
Bye Bye Love,603,30528.0
One Fine Day,605,7300.0
Candyman: Farewell to the Flesh,606,10824.0
Fargo,608,275.0
Homeward Bound II: Lost in San Francisco,609,25059.0
Heavy Metal,610,11827.0
Hellraiser: Bloodline,611,8766.0
The Pallbearer,612,23570.0
Jane Eyre,613,47333.0
Loaded,614,54850.0
Bread and Chocolate,615,51242.0
The Aristocats,616,10112.0
The Flower of My Secret,617,4307.0
Ed,619,32308.0
Scream of Stone,620,88893.0
My Favorite Season,621,52873.0
A Thin Line Between Love and Hate,626,28121.0
The Last Supper,627,12520.0
Primal Fear,628,1592.0
Carried Away,630,36447.0
All Dogs Go to Heaven 2,631,19042.0
Land and Freedom,632,38884.0
Denise Calls Up,633,47449.0
A Family Thing,635,41852.0
Sgt. Bilko,637,9099.0
Jack & Sarah,638,2021.0
Girl 6,639,61752.0
Diabolique,640,10988.0
Courage Under Fire,647,10684.0
Mission: Impossible,648,954.0
Moll Flanders,650,18989.0
The Superwife,651,10801.0
DragonHeart,653,8840.0
Eddie,656,11107.0
Purple Noon,659,10363.0
James and the Giant Peach,661,10539.0
Fear,662,10543.0
Kids in the Hall: Brain Candy,663,18414.0
Faithful,664,47502.0
Underground,665,11902.0
Bloodsport II,667,25087.0
Pather Panchali,668,5801.0
The World of Apu,670,896.0
Mystery Science Theater 3000: The Movie,671,3065.0
Space Jam,673,2300.0
Barbarella,674,8069.0
Some Folks Call It a Sling Blade,678,27768.0
The Run of the Country,679,221917.0
Alphaville,680,8072.0
Coup de Torchon,681,35797.0
It's My Party,685,33245.0
Country Life,687,124460.0
Operation Dumbo Drop,688,27281.0
The Promise,690,105045.0
The Promise,690,105045.0
The Promise,690,105045.0
The Promise,690,105045.0
The Promise,690,105045.0
The Promise,690,105045.0
The Promise,690,105045.0
The Promise,690,105045.0
Mrs. Winterbourne,691,40001.0
Solo,692,29621.0
The Substitute,694,20762.0
True Crime,695,37144.0
Butterfly Kiss,696,48260.0
Feeling Minnesota,697,12656.0
Delta of Venus,698,38867.0
Angus,700,25969.0
Faces,702,753.0
Boys,703,43634.0
The Quest,704,9103.0
Cosi,705,90214.0
Mulholland Falls,707,10990.0
The Truth About Cats & Dogs,708,8866.0
Oliver & Company,709,12233.0
Celtic Pride,710,23449.0
Flipper,711,36355.0
Dead Man,714,922.0
The Horseman on the Roof,715,11876.0
The Visitors,718,11687.0
Multiplicity,719,9304.0
"The Haunted World of Edward D. Wood, Jr.",722,73183.0
The Craft,724,9100.0
The Great White Hype,725,20759.0
Last Dance,726,46063.0
Cold Comfort Farm,728,32513.0
Heaven's Prisoners,731,36915.0
The Rock,733,9802.0
Cemetery Man,735,21588.0
Twister,736,664.0
Barb Wire,737,11867.0
Ghost in the Shell,741,9323.0
Thinner,742,10280.0
Spy Hard,743,10535.0
A Close Shave,745,532.0
Force of Evil,746,26744.0
The Stupids,747,16299.0
The Arrival,748,10547.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,750,935.0
A Month by the Lake,753,41007.0
Gold Diggers: The Secret of Bear Mountain,754,35645.0
Kim,755,110465.0
Carmen Miranda: Bananas Is My Business,756,255546.0
Ashes of Time,757,40751.0
Maya Lin: A Strong Clear Vision,759,85778.0
Stalingrad,760,11101.0
The Phantom,761,9826.0
Striptease,762,9879.0
Heavy,764,22621.0
Jack,765,7095.0
I Shot Andy Warhol,766,26890.0
The Grass Harp,767,46732.0
Spirits of the Dead,775,41225.0
Trainspotting,778,627.0
Til There Was You,779,32872.0
Independence Day,780,602.0
Stealing Beauty,781,14553.0
The Fan,782,9566.0
The Hunchback of Notre Dame,783,10545.0
The Cable Guy,784,9894.0
Kingpin,785,11543.0
Eraser,786,9268.0
The Gate of Heavenly Peace,787,52059.0
The Nutty Professor,788,9327.0
My Life and Times With Antonin Artaud,793,124306.0
Daylight,798,11228.0
The Frighteners,799,10779.0
Lone Star,800,26748.0
Harriet the Spy,801,38223.0
Phenomenon,802,9294.0
Walking and Talking,803,49963.0
She's the One,804,11363.0
A Time to Kill,805,1645.0
American Buffalo,806,31546.0
Alaska,808,36344.0
Fled,809,18550.0
Kazaam,810,11511.0
Larger Than Life,813,34170.0
Two Deaths,816,124645.0
A Very Brady Sequel,818,12606.0
Death in the Garden,820,35206.0
Kaspar Hauser,824,12632.0
The Adventures of Pinocchio,828,18975.0
Joe's Apartment,829,11962.0
The First Wives Club,830,2925.0
Stonewall,831,28628.0
Ransom,832,3595.0
High School High,833,9308.0
Phat Beach,834,92381.0
Foxfire,835,18555.0
Chain Reaction,836,12123.0
Matilda,837,10830.0
Emma,838,3573.0
The Crow: City of Angels,839,10546.0
House Arrest,840,18862.0
Eyes Without a Face,841,31417.0
Bordello of Blood,842,9431.0
The Story of Xinghua,844,297645.0
The Day the Sun Turned Cold,845,48144.0
Flirt,846,46986.0
The Spitfire Grill,848,47907.0
Escape from L.A.,849,10061.0
Cyclo,850,36266.0
Basquiat,851,549.0
Tin Cup,852,10478.0
The Ballad of Narayama,854,116690.0
The Godfather,858,238.0
Police Story 3: Supercop,861,11134.0
Wife,864,132641.0
Wife,864,132641.0
Wife,864,132641.0
Wife,864,132641.0
Wife,864,132641.0
Wife,864,132641.0
Wife,864,132641.0
Wife,864,132641.0
Small Faces,865,42758.0
Bound,866,9303.0
Carpool,867,23945.0
Kansas City,869,22479.0
Gone Fishin',870,9054.0
Vive L'Amour,872,11985.0
Nothing to Lose,875,410921.0
Project S,876,38955.0
The Relic,879,11015.0
The Island of Dr. Moreau,880,9306.0
First Kid,881,12559.0
The Trigger Effect,882,58770.0
Bogus,885,3587.0
Bulletproof,886,10723.0
The Land Before Time III: The Time of the Great Giving,888,19004.0
1-900,889,101230.0
Halloween: The Curse of Michael Myers,891,10987.0
Twelfth Night,892,44705.0
Mother Night,893,20318.0
Wild Reeds,896,26933.0
For Whom the Bell Tolls,897,27854.0
The Philadelphia Story,898,981.0
Singin' in the Rain,899,872.0
An American in Paris,900,2769.0
Funny Face,901,13320.0
Breakfast at Tiffany's,902,164.0
Vertigo,903,426.0
Rear Window,904,567.0
It Happened One Night,905,3078.0
Gaslight,906,13528.0
The Gay Divorcee,907,28288.0
North by Northwest,908,213.0
The Apartment,909,284.0
Some Like It Hot,910,239.0
Charade,911,4808.0
Casablanca,912,289.0
The Maltese Falcon,913,963.0
My Fair Lady,914,11113.0
Sabrina,915,6620.0
Roman Holiday,916,804.0
The Little Princess,917,26531.0
Meet Me in St. Louis,918,909.0
The Wizard of Oz,919,630.0
Gone with the Wind,920,770.0
My Favorite Year,921,31044.0
Sunset Boulevard,922,599.0
Citizen Kane,923,15.0
2001: A Space Odyssey,924,62.0
All About Eve,926,705.0
The Women,927,22490.0
Rebecca,928,223.0
Foreign Correspondent,929,25670.0
Notorious,930,303.0
Spellbound,931,4174.0
An Affair to Remember,932,8356.0
To Catch a Thief,933,381.0
Father of the Bride,934,20758.0
The Band Wagon,935,29376.0
Ninotchka,936,1859.0
Love in the Afternoon,937,18299.0
Gigi,938,17281.0
The Reluctant Debutante,939,64382.0
The Adventures of Robin Hood,940,10907.0
The Mark of Zorro,941,32093.0
Laura,942,1939.0
The Ghost and Mrs. Muir,943,22292.0
Lost Horizon,944,3598.0
Top Hat,945,3080.0
To Be or Not to Be,946,198.0
My Man Godfrey,947,13562.0
Giant,948,1712.0
East of Eden,949,220.0
The Thin Man,950,3529.0
His Girl Friday,951,3085.0
Around the World in Eighty Days,952,2897.0
It's a Wonderful Life,953,1585.0
Mr. Smith Goes to Washington,954,3083.0
Bringing Up Baby,955,900.0
Penny Serenade,956,43795.0
The Scarlet Letter,957,85638.0
Angel on My Shoulder,960,22688.0
Little Lord Fauntleroy,961,23114.0
They Made Me a Criminal,962,26378.0
The Inspector General,963,40206.0
Angel and the Badman,964,22356.0
The 39 Steps,965,260.0
A Walk in the Sun,966,43488.0
Night of the Living Dead,968,10331.0
The African Queen,969,488.0
Beat the Devil,970,22733.0
Cat on a Hot Tin Roof,971,261.0
The Last Time I Saw Paris,972,57575.0
Meet John Doe,973,32574.0
A Farewell to Arms,976,22649.0
A Farewell to Arms,976,22649.0
A Farewell to Arms,976,22649.0
A Farewell to Arms,976,22649.0
A Farewell to Arms,976,22649.0
A Farewell to Arms,976,22649.0
A Farewell to Arms,976,22649.0
A Farewell to Arms,976,22649.0
"Yes, Madam",980,39448.0
Dangerous Ground,981,52855.0
Picnic,982,39940.0
The Pompatus of Love,984,85328.0
Fly Away Home,986,11076.0
Bliss,987,63945.0
Grace of My Heart,988,58985.0
Maximum Risk,990,10861.0
Michael Collins,991,1770.0
The Rich Man's Wife,992,44465.0
Big Night,994,18203.0
Last Man Standing,996,9333.0
Caught,997,47260.0
Set It Off,998,9400.0
2 Days in the Valley,999,9401.0
Extreme Measures,1003,11306.0
The Glimmer Man,1004,9625.0
D3: The Mighty Ducks,1005,10680.0
The Chamber,1006,6346.0
The Apple Dumpling Gang,1007,18660.0
"Davy Crockett, King of the Wild Frontier",1008,35115.0
Escape to Witch Mountain,1009,14821.0
The Love Bug,1010,14136.0
Herbie Rides Again,1011,10869.0
Old Yeller,1012,22660.0
The Parent Trap,1013,19186.0
Pollyanna,1014,31102.0
Homeward Bound: The Incredible Journey,1015,6878.0
The Shaggy Dog,1016,15944.0
Swiss Family Robinson,1017,18444.0
That Darn Cat!,1018,20723.0
"20,000 Leagues Under the Sea",1019,173.0
Cool Runnings,1020,864.0
Angels in the Outfield,1021,24795.0
Cinderella,1022,11224.0
Winnie the Pooh and the Blustery Day,1023,81310.0
The Three Caballeros,1024,15947.0
The Sword in the Stone,1025,9078.0
So Dear to My Heart,1026,29682.0
Robin Hood: Prince of Thieves,1027,8367.0
Mary Poppins,1028,433.0
Dumbo,1029,11360.0
Pete's Dragon,1030,11114.0
Bedknobs and Broomsticks,1031,12335.0
Alice in Wonderland,1032,12092.0
The Fox and the Hound,1033,10948.0
Freeway,1034,11229.0
The Sound of Music,1035,15121.0
Die Hard,1036,562.0
The Lawnmower Man,1037,10163.0
The Secret Agent,1040,47199.0
Secrets & Lies,1041,11159.0
That Thing You Do!,1042,9591.0
To Gillian on Her 37th Birthday,1043,30500.0
Surviving Picasso,1044,41843.0
Beautiful Thing,1046,10938.0
The Long Kiss Goodnight,1047,11412.0
The Ghost and the Darkness,1049,10586.0
Looking for Richard,1050,42314.0
Trees Lounge,1051,27845.0
Normal Life,1053,23223.0
Get on the Bus,1054,49471.0
Shadow Conspiracy,1055,38153.0
Jude,1056,25147.0
Everyone Says I Love You,1057,9716.0
Romeo + Juliet,1059,454.0
Swingers,1060,10218.0
Sleepers,1061,819.0
Johns,1063,56830.0
Aladdin and the King of Thieves,1064,11238.0
Shall We Dance,1066,31530.0
A Damsel in Distress,1067,66473.0
Crossfire,1068,28120.0
"Murder, My Sweet",1069,1834.0
Willy Wonka & the Chocolate Factory,1073,252.0
The Innocents,1076,16372.0
Sleeper,1077,11561.0
Bananas,1078,11302.0
A Fish Called Wanda,1079,623.0
Life of Brian,1080,583.0
Victor/Victoria,1081,12614.0
The Candidate,1082,21711.0
The Great Race,1083,11575.0
Bonnie and Clyde,1084,475.0
The Old Man and the Sea,1085,11331.0
Dial M for Murder,1086,521.0
Madame Butterfly,1087,21202.0
Dirty Dancing,1088,88.0
Reservoir Dogs,1089,500.0
Platoon,1090,792.0
Weekend at Bernie's,1091,8491.0
Basic Instinct,1092,402.0
The Doors,1093,10537.0
The Crying Game,1094,11386.0
Glengarry Glen Ross,1095,9504.0
Sophie's Choice,1096,15764.0
E.T. the Extra-Terrestrial,1097,601.0
A Christmas Carol,1099,25842.0
