userID,restID,rating
1158,3,5
1263,3,5
1328,3,5
1228,4,1
1284,4,2
1357,4,2
1415,4,2
1438,4,3
1126,4,3
1159,4,3
1459,4,3
1044,4,3
1071,4,3
1008,4,3
1152,4,3
1179,4,3
1230,4,4
1192,4,4
1370,4,4
1494,4,4
1278,4,4
1285,4,4
1292,4,4
1211,4,4
1262,4,4
1194,4,4
1128,4,4
1026,4,4
1448,4,4
1023,4,4
1180,4,4
1147,4,4
1248,4,4
1187,4,4
1487,4,4
1132,4,4
1359,4,4
1125,4,4
1389,4,4
1346,4,4
1240,4,4
1323,4,4
1336,4,4
1308,4,5
1342,4,5
1311,4,5
1188,4,5
1364,4,5
1186,4,5
1072,4,5
1167,4,5
1287,4,5
1236,4,5
1344,4,5
1375,4,5
1027,4,5
1114,4,5
1057,4,5
1440,4,5
1113,4,5
1017,4,5
1309,4,5
1451,4,5
1299,4,5
1310,4,5
1476,4,5
1288,4,5
1480,4,5
1259,4,5
1428,4,5
1089,4,5
1016,4,5
1173,4,5
1070,4,5
1321,4,5
1449,4,5
1104,4,5
1270,4,5
1293,4,5
1296,4,5
1178,4,5
1076,4,5
1171,4,5
1063,4,5
1048,4,5
1435,4,5
1490,4,5
1399,4,5
1408,4,5
1238,4,5
1082,4,5
1239,4,5
1419,4,5
1054,4,5
1004,4,5
1083,4,5
1102,4,5
1398,4,5
1109,4,5
1269,4,5
1064,4,5
1379,4,5
1094,4,5
1127,5,1
1009,5,2
1067,5,3
1200,5,3
1407,5,3
1257,5,4
1002,5,4
1174,5,4
1118,5,4
1163,5,4
1356,5,4
1070,5,4
1237,5,4
1374,5,4
1405,5,4
1430,5,4
1193,5,4
1322,5,4
1489,5,4
1418,5,5
1034,5,5
1380,5,5
1028,5,5
1470,5,5
1311,5,5
1480,5,5
1184,5,5
1069,5,5
1340,5,5
1498,5,5
1057,5,5
1360,5,5
1197,5,5
1266,5,5
1385,5,5
1072,5,5
1132,5,5
1404,5,5
1319,5,5
1433,5,5
1492,5,5
1048,5,5
1343,5,5
1352,5,5
1253,5,5
1126,5,5
1384,5,5
1221,5,5
1415,5,5
1196,5,5
1351,5,5
1383,5,5
1388,5,5
1317,5,5
1167,5,5
1309,5,5
1003,5,5
1493,5,5
1183,5,5
1247,5,5
1261,5,5
1209,5,5
1044,5,5
1091,5,5
1031,5,5
1134,5,5
1376,5,5
1029,5,5
1456,5,5
1422,5,5
1434,5,5
1030,5,5
1355,5,5
1082,5,5
1497,5,5
1345,5,5
1107,5,5
1225,5,5
1055,5,5
1432,5,5
1324,5,5
1294,5,5
1021,5,5
1460,5,5
1007,5,5
1389,5,5
1241,5,5
1255,5,5
1402,5,5
1375,5,5
1113,5,5
1312,5,5
1399,5,5
1147,5,5
1335,5,5
1323,5,5
1436,5,5
1229,5,5
1298,5,5
1175,5,5
1035,6,1
1029,6,2
1398,6,2
1065,6,3
1218,6,3
1300,6,3
1160,6,3
1114,6,3
1240,6,3
1401,6,3
1455,6,4
1304,6,4
1021,6,4
1254,6,4
1316,6,4
1144,6,4
1427,6,4
1423,6,4
1095,6,4
1309,6,4
1119,6,4
1408,6,4
1413,6,4
1051,6,4
1292,6,4
1296,6,4
1245,6,4
1390,6,4
1180,6,4
1169,6,4
1402,6,4
1230,6,5
1148,6,5
1478,6,5
1424,6,5
1133,6,5
1479,6,5
1086,6,5
1127,6,5
1055,6,5
1034,6,5
1183,6,5
1145,6,5
1317,6,5
1361,6,5
1103,6,5
1032,6,5
1062,6,5
1122,6,5
1104,6,5
1205,6,5
1342,6,5
1052,6,5
1373,6,5
1026,6,5
1088,6,5
1434,6,5
1430,6,5
1123,6,5
1288,6,5
1155,6,5
1241,6,5
1040,6,5
1420,6,5
1043,6,5
1176,6,5
1305,6,5
1388,6,5
1349,6,5
1364,6,5
1487,6,5
1064,6,5
1481,6,5
1197,6,5
1275,6,5
1031,6,5
1287,6,5
1303,6,5
1484,6,5
1151,6,5
1283,6,5
1174,6,5
1142,6,5
1474,6,5
1320,6,5
1435,6,5
1077,6,5
1344,6,5
1264,6,5
1331,6,5
1220,6,5
1117,6,5
1310,6,5
1266,6,5
1023,6,5
1451,6,5
1082,6,5
1357,6,5
1443,6,5
1289,6,5
1257,7,1
1480,7,1
1487,7,2
1040,7,2
1070,7,2
1313,7,3
1059,7,3
1048,7,3
1255,7,3
1172,7,3
1275,7,3
1239,7,3
1232,7,3
1442,7,3
1240,7,3
1328,7,4
1272,7,4
1261,7,4
1210,7,4
1346,7,4
1062,7,4
1285,7,4
1140,7,4
1228,7,4
1374,7,4
1201,7,4
1302,7,4
1292,7,4
1185,7,4
1377,7,4
1431,7,4
1283,7,4
1465,7,4
1350,7,4
1116,7,4
1085,7,4
1152,7,4
1369,7,4
1385,7,4
1289,7,5
1310,7,5
1100,7,5
1415,7,5
1327,7,5
1146,7,5
1217,7,5
1167,7,5
1188,7,5
1312,7,5
1238,7,5
1466,7,5
1394,7,5
1496,7,5
1303,7,5
1001,7,5
1372,7,5
1361,7,5
1202,7,5
1478,7,5
1148,7,5
1123,7,5
1067,7,5
1216,7,5
1356,7,5
1196,7,5
1075,7,5
1004,7,5
1378,7,5
1441,7,5
1316,7,5
1016,7,5
1276,7,5
1008,7,5
1065,7,5
1023,7,5
1428,7,5
1357,7,5
1494,7,5
1128,7,5
1418,7,5
1443,7,5
1322,7,5
1422,7,5
1095,7,5
1132,7,5
1020,7,5
1045,7,5
1131,7,5
1038,7,5
1012,7,5
1286,7,5
1382,7,5
1077,7,5
1383,7,5
1153,7,5
1182,7,5
1220,7,5
1150,7,5
1055,7,5
1007,7,5
1081,8,1
1164,8,2
1434,8,2
1118,8,3
1048,8,3
1159,8,3
1322,8,3
1445,8,3
1427,8,4
1199,8,4
1288,8,4
1402,8,4
1320,8,4
1296,8,4
1144,8,4
1480,8,4
1017,8,4
1032,8,4
1466,8,4
1447,8,4
1450,8,4
1452,8,4
1076,8,4
1129,8,4
1251,8,5
1413,8,5
1451,8,5
1038,8,5
1273,8,5
1254,8,5
1047,8,5
1235,8,5
1157,8,5
1475,8,5
1087,8,5
1110,8,5
1404,8,5
1179,8,5
1122,8,5
1232,8,5
1485,8,5
1115,8,5
1165,8,5
1357,8,5
1486,8,5
1405,8,5
1259,8,5
1088,8,5
1295,8,5
1216,8,5
1393,8,5
1299,8,5
1255,8,5
1014,8,5
1457,8,5
1150,8,5
1177,8,5
1484,8,5
1377,8,5
1314,8,5
1207,8,5
1378,8,5
1134,8,5
1293,8,5
1125,8,5
1093,8,5
1271,8,5
1096,8,5
1034,8,5
1130,8,5
1018,8,5
1234,8,5
1481,8,5
1407,8,5
1332,8,5
1380,8,5
1312,8,5
1418,8,5
1202,8,5
1286,8,5
1029,8,5
1109,8,5
1429,8,5
1275,8,5
1336,8,5
1381,8,5
1013,8,5
1318,8,5
1153,8,5
1395,8,5
1068,8,5
1270,8,5
1291,8,5
1019,8,5
1464,8,5
1375,8,5
1446,8,5
1046,8,5
1056,8,5
1187,8,5
1140,9,1
1463,9,2
1058,9,2
1032,9,2
1357,9,3
1278,9,3
1113,9,3
1139,9,3
1375,9,3
1326,9,3
1149,9,3
1097,9,4
1370,9,4
1201,9,4
1403,9,4
1003,9,4
1173,9,4
1079,9,4
1349,9,4
1414,9,4
1194,9,4
1170,9,4
1389,9,4
1373,9,4
1067,9,4
1078,9,4
1435,9,4
1422,9,4
1110,9,4
1059,9,4
1405,9,4
1074,9,4
1353,9,4
1438,9,4
1396,9,4
1165,9,4
1094,9,5
1280,9,5
1040,9,5
1398,9,5
1099,9,5
1037,9,5
1268,9,5
1174,9,5
1314,9,5
1148,9,5
1288,9,5
1260,9,5
1195,9,5
1390,9,5
1107,9,5
1417,9,5
1418,9,5
1075,9,5
1300,9,5
1413,9,5
1362,9,5
1249,9,5
1290,9,5
1367,9,5
1051,9,5
1106,9,5
1135,9,5
1215,9,5
1361,9,5
1046,9,5
1166,9,5
1108,9,5
1332,9,5
1133,9,5
1063,9,5
1204,9,5
1379,9,5
1272,9,5
1492,9,5
1076,9,5
1132,9,5
1322,9,5
1382,9,5
1315,9,5
1223,9,5
1428,9,5
1305,9,5
1442,9,5
1179,9,5
1441,9,5
1129,9,5
1476,9,5
1137,9,5
1336,9,5
1423,9,5
1178,9,5
1473,9,5
1057,9,5
1395,9,5
1228,9,5
1408,9,5
1467,9,5
1277,9,5
1181,9,5
1140,10,1
1079,10,1
1491,10,2
1492,10,2
1218,10,2
1385,10,3
1015,10,3
1104,10,3
1085,10,3
1105,10,3
1448,10,3
1368,10,3
1322,10,3
1200,10,3
1269,10,3
1377,10,4
1242,10,4
1051,10,4
1417,10,4
1410,10,4
1372,10,4
1349,10,4
1400,10,4
1481,10,4
1224,10,4
1198,10,4
1068,10,4
1293,10,4
1422,10,4
1005,10,4
1046,10,4
1309,10,4
1013,10,4
1459,10,4
1497,10,4
1252,10,4
1344,10,4
1330,10,4
1026,10,4
1240,10,4
1176,10,4
1044,10,4
1070,10,4
1232,10,5
1336,10,5
1347,10,5
1008,10,5
1244,10,5
1169,10,5
1295,10,5
1312,10,5
1415,10,5
1464,10,5
1151,10,5
1375,10,5
1348,10,5
1314,10,5
1103,10,5
1007,10,5
1443,10,5
1122,10,5
1453,10,5
1110,10,5
1206,10,5
1228,10,5
1191,10,5
1320,10,5
1499,10,5
1264,10,5
1075,10,5
1358,10,5
1072,10,5
1152,10,5
1362,10,5
1211,10,5
1249,10,5
1305,10,5
1463,10,5
1210,10,5
1187,10,5
1359,10,5
1456,10,5
1412,10,5
1356,10,5
1080,10,5
1162,10,5
1409,10,5
1256,10,5
1223,10,5
1243,10,5
1313,10,5
1428,10,5
1094,10,5
1147,10,5
1351,10,5
1485,10,5
1266,10,5
1057,10,5
1039,10,5
1065,10,5
1122,11,1
1151,11,2
1325,11,2
1258,11,3
1423,11,3
1092,11,3
1171,11,3
1068,11,4
1209,11,4
1381,11,4
1480,11,4
1414,11,4
1363,11,4
1328,11,4
1174,11,4
1272,11,4
1010,11,4
1269,11,4
1113,11,4
1175,11,4
1330,11,4
1375,11,4
1004,11,4
1124,11,4
1217,11,5
1402,11,5
1207,11,5
1009,11,5
1371,11,5
1427,11,5
1021,11,5
1254,11,5
1395,11,5
1018,11,5
1445,11,5
1187,11,5
1182,11,5
1495,11,5
1458,11,5
1365,11,5
1465,11,5
1055,11,5
1219,11,5
1091,11,5
1061,11,5
1297,11,5
1158,11,5
1033,11,5
1137,11,5
1154,11,5
1019,11,5
1043,11,5
1249,11,5
1413,11,5
1329,11,5
1398,11,5
1093,11,5
1103,11,5
1067,11,5
1143,11,5
1346,11,5
1411,11,5
1226,11,5
1065,11,5
1247,11,5
1063,11,5
1467,11,5
1069,11,5
1425,11,5
1295,11,5
1044,11,5
1141,11,5
1485,11,5
1184,11,5
1223,11,5
1463,11,5
1284,11,5
1417,11,5
1101,11,5
1407,11,5
1333,11,5
1147,11,5
1245,11,5
1324,11,5
1012,11,5
1408,11,5
1373,11,5
1370,11,5
1094,11,5
1253,11,5
1298,11,5
1089,11,5
1335,11,5
1227,11,5
1349,11,5
1020,11,5
1204,11,5
1493,11,5
1274,11,5
1112,11,5
1307,12,1
1493,12,2
1016,12,3
1279,12,3
1283,12,3
1042,12,3
1453,12,3
1232,12,4
1155,12,4
1460,12,4
1319,12,4
1296,12,4
1139,12,4
1062,12,4
1160,12,4
1349,12,4
1402,12,4
1157,12,4
1350,12,4
1250,12,4
1148,12,4
1268,12,4
1337,12,4
1340,12,4
1429,12,4
1361,12,4
1241,12,5
1237,12,5
1473,12,5
1188,12,5
1231,12,5
1425,12,5
1003,12,5
1087,12,5
1339,12,5
1209,12,5
1222,12,5
1467,12,5
1410,12,5
1037,12,5
1324,12,5
1367,12,5
1252,12,5
1364,12,5
1206,12,5
1000,12,5
1105,12,5
1495,12,5
1094,12,5
1088,12,5
1264,12,5
1194,12,5
1395,12,5
1056,12,5
1311,12,5
1198,12,5
1475,12,5
1489,12,5
1271,12,5
1351,12,5
1261,12,5
1496,12,5
1269,12,5
1344,12,5
1414,12,5
1104,12,5
1406,12,5
1267,12,5
1464,12,5
1482,12,5
1202,12,5
1018,12,5
1081,12,5
1398,12,5
1381,12,5
1175,12,5
1050,12,5
1333,12,5
1335,12,5
1403,12,5
1196,12,5
1490,12,5
1191,12,5
1404,12,5
1201,12,5
1353,12,5
1164,12,5
1249,12,5
1357,12,5
1360,12,5
1256,12,5
1275,12,5
1142,12,5
1168,12,5
1079,12,5
1022,12,5
1262,12,5
1089,12,5
1177,12,5
1291,12,5
1068,13,1
1135,13,2
1280,13,2
1388,13,3
1106,13,3
1059,13,3
1203,13,3
1458,13,3
1440,13,3
1185,13,4
1446,13,4
1130,13,4
1043,13,4
1422,13,4
1004,13,4
1355,13,4
1195,13,4
1473,13,4
1271,13,4
1397,13,4
1281,13,4
1220,13,4
1223,13,4
1138,13,4
1313,13,4
1413,13,4
1398,13,4
1309,13,4
1303,13,4
1482,13,5
1186,13,5
1233,13,5
1140,13,5
1410,13,5
1232,13,5
1115,13,5
1387,13,5
1023,13,5
1009,13,5
1325,13,5
1151,13,5
1321,13,5
1350,13,5
1443,13,5
1485,13,5
1170,13,5
1046,13,5
1026,13,5
1017,13,5
1161,13,5
1376,13,5
1053,13,5
1187,13,5
1460,13,5
1310,13,5
1305,13,5
1002,13,5
1301,13,5
1498,13,5
1199,13,5
1285,13,5
1368,13,5
1074,13,5
1067,13,5
1264,13,5
1045,13,5
1076,13,5
1212,13,5
1027,13,5
1249,13,5
1477,13,5
1166,13,5
1439,13,5
1049,13,5
1369,13,5
1001,13,5
1318,13,5
1239,13,5
1291,13,5
1225,13,5
1162,13,5
1333,13,5
1147,13,5
1226,13,5
1092,13,5
1217,13,5
1402,13,5
1211,13,5
1381,13,5
1483,13,5
1409,13,5
1082,13,5
1087,13,5
1035,13,5
1490,13,5
1256,13,5
1491,13,5
1406,13,5
1183,13,5
1292,13,5
1424,14,2
1216,14,2
1224,14,3
1078,14,3
1080,14,3
1017,14,3
1012,14,3
1156,14,4
1328,14,4
1220,14,4
1434,14,4
1415,14,4
1016,14,4
1100,14,4
1347,14,4
1084,14,4
1180,14,4
1406,14,4
1073,14,4
1049,14,4
1312,14,4
1364,14,4
1482,14,4
1461,14,4
1426,14,4
1023,14,4
1366,14,5
1308,14,5
1029,14,5
1039,14,5
1157,14,5
1243,14,5
1387,14,5
1263,14,5
1086,14,5
1343,14,5
1003,14,5
1206,14,5
1214,14,5
1321,14,5
1281,14,5
1019,14,5
1008,14,5
1131,14,5
1375,14,5
1310,14,5
1239,14,5
1144,14,5
1483,14,5
1212,14,5
1155,14,5
1309,14,5
1495,14,5
1468,14,5
1396,14,5
1036,14,5
1083,14,5
1138,14,5
1219,14,5
1242,14,5
1104,14,5
1302,14,5
1374,14,5
1440,14,5
1054,14,5
1452,14,5
1405,14,5
1091,14,5
1044,14,5
1430,14,5
1058,14,5
1033,14,5
1018,14,5
1175,14,5
1032,14,5
1354,14,5
1172,14,5
1293,14,5
1372,14,5
1170,14,5
1208,14,5
1437,14,5
1223,14,5
1283,14,5
1251,14,5
1373,14,5
1063,14,5
1390,14,5
1034,14,5
1113,14,5
1469,14,5
1108,14,5
1253,14,5
1273,14,5
1137,14,5
1397,14,5
1105,14,5
1473,14,5
1227,14,5
1454,14,5
1091,15,1
1251,15,2
1266,15,2
1218,15,2
1167,15,3
1136,15,3
1440,15,3
1101,15,3
1433,15,3
1154,15,3
1092,15,3
1459,15,3
1224,15,3
1312,15,3
1007,15,3
1270,15,4
1477,15,4
1065,15,4
1166,15,4
1365,15,4
1282,15,4
1293,15,4
1267,15,4
1012,15,4
1106,15,4
1169,15,4
1061,15,4
1001,15,4
1485,15,4
1009,15,4
1452,15,4
1321,15,4
1067,15,4
1260,15,4
1148,15,4
1437,15,4
1098,15,4
1196,15,4
1182,15,5
1462,15,5
1325,15,5
1362,15,5
1373,15,5
1229,15,5
1376,15,5
1489,15,5
1328,15,5
1418,15,5
1429,15,5
1237,15,5
1311,15,5
1491,15,5
1356,15,5
1228,15,5
1346,15,5
1149,15,5
1184,15,5
1054,15,5
1003,15,5
1463,15,5
1262,15,5
1402,15,5
1217,15,5
1407,15,5
1189,15,5
1310,15,5
1474,15,5
1206,15,5
1153,15,5
1051,15,5
1393,15,5
1005,15,5
1072,15,5
1187,15,5
1273,15,5
1480,15,5
1052,15,5
1455,15,5
1209,15,5
1352,15,5
1185,15,5
1197,15,5
1128,15,5
1372,15,5
1046,15,5
1194,15,5
1434,15,5
1034,15,5
1002,15,5
1454,15,5
1121,15,5
1093,15,5
1255,15,5
1464,15,5
1035,15,5
1078,15,5
1465,15,5
1090,15,5
1357,15,5
1015,15,5
1434,16,1
1402,16,1
1267,16,2
1019,16,2
1451,16,3
1368,16,3
1124,16,3
1185,16,3
1456,16,3
1070,16,3
1366,16,3
1244,16,4
1219,16,4
1115,16,4
1442,16,4
1067,16,4
1359,16,4
1245,16,4
1130,16,4
1412,16,4
1379,16,4
1496,16,4
1465,16,4
1241,16,4
1031,16,4
1331,16,4
1161,16,4
1170,16,5
1266,16,5
1424,16,5
1224,16,5
1166,16,5
1196,16,5
1128,16,5
1088,16,5
1005,16,5
1200,16,5
1417,16,5
1489,16,5
1317,16,5
1461,16,5
1458,16,5
1445,16,5
1090,16,5
1418,16,5
1499,16,5
1084,16,5
1068,16,5
1350,16,5
1302,16,5
1360,16,5
1487,16,5
1213,16,5
1463,16,5
1037,16,5
1059,16,5
1227,16,5
1493,16,5
1279,16,5
1097,16,5
1320,16,5
1358,16,5
1056,16,5
1403,16,5
1202,16,5
1491,16,5
1361,16,5
1352,16,5
1355,16,5
1290,16,5
1298,16,5
1427,16,5
1471,16,5
1372,16,5
1110,16,5
1188,16,5
1459,16,5
1343,16,5
1146,16,5
1329,16,5
1193,16,5
1024,16,5
1085,16,5
1390,16,5
1235,16,5
1236,16,5
1462,16,5
1208,16,5
1222,16,5
1281,16,5
1229,16,5
1309,16,5
1015,16,5
1163,16,5
1384,16,5
1454,16,5
1394,16,5
1183,16,5
1448,16,5
1289,16,5
1431,17,1
1104,17,2
1019,17,3
1068,17,3
1193,17,3
1060,17,3
1137,17,3
1171,17,4
1424,17,4
1283,17,4
1266,17,4
1340,17,4
1237,17,4
1250,17,4
1341,17,4
1409,17,4
1014,17,4
1352,17,4
1004,17,4
1044,17,4
1317,17,4
1278,17,4
1297,17,4
1326,17,4
1047,17,4
1220,17,4
1349,17,5
1325,17,5
1276,17,5
1189,17,5
1218,17,5
1053,17,5
1123,17,5
1214,17,5
1333,17,5
1090,17,5
1144,17,5
1336,17,5
1499,17,5
1056,17,5
1275,17,5
1476,17,5
1348,17,5
1319,17,5
1447,17,5
1191,17,5
1147,17,5
1422,17,5
1462,17,5
1232,17,5
1148,17,5
1405,17,5
1360,17,5
1290,17,5
1240,17,5
1024,17,5
1084,17,5
1248,17,5
1083,17,5
1185,17,5
1096,17,5
1300,17,5
1078,17,5
1375,17,5
1141,17,5
1324,17,5
1334,17,5
1483,17,5
1247,17,5
1277,17,5
1102,17,5
1331,17,5
1418,17,5
1042,17,5
1139,17,5
1369,17,5
1493,17,5
1038,17,5
1406,17,5
1304,17,5
1228,17,5
1339,17,5
1150,17,5
1067,17,5
1007,17,5
1402,17,5
1174,17,5
1378,17,5
1225,17,5
1432,17,5
1160,17,5
1479,17,5
1175,17,5
1379,17,5
1316,17,5
1343,17,5
1109,17,5
1284,17,5
1471,17,5
1246,17,5
1020,18,1
1145,18,1
1247,18,2
1317,18,2
1201,18,3
1312,18,3
1455,18,3
1320,18,3
1373,18,3
1453,18,3
1074,18,4
1313,18,4
1287,18,4
1188,18,4
1306,18,4
1294,18,4
1109,18,4
1432,18,4
1246,18,4
1227,18,4
1167,18,4
1217,18,4
1232,18,4
1282,18,4
1359,18,4
1487,18,4
1120,18,4
1068,18,5
1219,18,5
1269,18,5
1124,18,5
1091,18,5
1222,18,5
1297,18,5
1101,18,5
1154,18,5
1200,18,5
1144,18,5
1451,18,5
1075,18,5
1467,18,5
1429,18,5
1107,18,5
1198,18,5
1457,18,5
1113,18,5
1315,18,5
1431,18,5
1360,18,5
1195,18,5
1077,18,5
1250,18,5
1162,18,5
1072,18,5
1341,18,5
1238,18,5
1011,18,5
1060,18,5
1199,18,5
1230,18,5
1393,18,5
1270,18,5
1141,18,5
1275,18,5
1254,18,5
1399,18,5
1017,18,5
1022,18,5
1303,18,5
1325,18,5
1465,18,5
1334,18,5
1149,18,5
1285,18,5
1405,18,5
1292,18,5
1439,18,5
1307,18,5
1271,18,5
1039,18,5
1261,18,5
1369,18,5
1007,18,5
1264,18,5
1083,18,5
1370,18,5
1427,18,5
1474,18,5
1069,18,5
1126,18,5
1357,18,5
1447,18,5
1012,18,5
1348,18,5
1078,18,5
1098,18,5
1085,18,5
1218,18,5
1367,18,5
1156,18,5
1212,19,1
1310,19,2
1163,19,2
1150,19,2
1024,19,2
1422,19,3
1278,19,3
1191,19,3
1340,19,3
1001,19,3
1140,19,3
1470,19,3
1114,19,3
1194,19,4
1133,19,4
1428,19,4
1197,19,4
1265,19,4
1056,19,4
1339,19,4
1071,19,4
1132,19,4
1159,19,4
1239,19,4
1234,19,4
1358,19,4
1030,19,4
1153,19,4
1430,19,4
1205,19,4
1263,19,4
1329,19,4
1200,19,4
1271,19,4
1053,19,4
1045,19,4
1367,19,4
1221,19,4
1059,19,4
1110,19,4
1429,19,4
1181,19,4
1078,19,4
1124,19,4
1337,19,4
1187,19,5
1375,19,5
1412,19,5
1437,19,5
1086,19,5
1062,19,5
1436,19,5
1237,19,5
1067,19,5
1148,19,5
1002,19,5
1279,19,5
1051,19,5
1410,19,5
1373,19,5
1445,19,5
1451,19,5
1298,19,5
1213,19,5
1267,19,5
1286,19,5
1211,19,5
1411,19,5
1052,19,5
1456,19,5
1306,19,5
1296,19,5
1088,19,5
1355,19,5
1185,19,5
1121,19,5
1480,19,5
1327,19,5
1485,19,5
1334,19,5
1274,19,5
1266,19,5
1359,19,5
1455,19,5
1046,19,5
1386,19,5
1295,19,5
1341,19,5
1013,19,5
1225,19,5
1047,19,5
1248,19,5
1369,19,5
1000,19,5
1119,19,5
1262,19,5
1145,19,5
